Name,Value,Value Type,Type,Discount Class,Minimum Purchase Requirements,Combines with Order Discounts,Combines with Product Discounts,Combines with Shipping Discounts,Customer Selection,Times Used In Total,Applies Once Per Customer,Usage Limit Per Code,Status,Start,End
June2023_WBACK_20OFF300 (2024-01-06 02:28),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-06 11:28:49 +0900,2024-01-14 11:28:49 +0900
6_2023_10OFF300 (2024-01-06 02:28),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-06 11:28:48 +0900,2024-01-10 11:28:48 +0900
6_2023_3OFF50 (2024-01-05 22:34),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-01-06 07:34:36 +0900,2024-01-10 07:34:36 +0900
June2023_WBACK_3OFF30 (2024-01-05 21:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-06 06:00:53 +0900,2024-01-14 06:00:53 +0900
June2023_TKS_5OFF50 (2024-01-05 21:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-01-06 06:00:42 +0900,2024-01-14 06:00:42 +0900
June2023_WBACK_10OFF150 (2024-01-05 20:02),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-01-06 05:02:02 +0900,2024-01-14 05:02:02 +0900
June2023_TKS_3OFF30 (2024-01-05 13:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2024-01-05 22:00:30 +0900,2024-01-13 22:00:30 +0900
B488SZ67A4GP,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-05 17:48:24 +0900,
BYKZHXXQQA5J,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-05 17:35:23 +0900,
SWWH5VAZ2YRQ,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-05 17:03:20 +0900,
8HHSTXNY41ZQ,-5,percentage,Amount Off,order,,,,,all,0,1,1,Active,2024-01-05 16:02:36 +0900,
6_2023_5OFF100 (2024-01-05 02:28),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-01-05 11:28:21 +0900,2024-01-09 11:28:21 +0900
June2023_WBACK_20OFF300 (2024-01-05 02:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-05 11:00:41 +0900,2024-01-13 11:00:41 +0900
6_2023_10OFF300 (2024-01-05 01:27),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-05 10:27:37 +0900,2024-01-09 10:27:37 +0900
4d6cf9d462c0,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2024-01-05 08:34:24 +0900,
6_2023_3OFF50 (2024-01-04 22:31),-3,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-01-05 07:31:36 +0900,2024-01-09 07:31:36 +0900
June2023_WBACK_3OFF30 (2024-01-04 21:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-05 06:00:44 +0900,2024-01-13 06:00:44 +0900
June2023_TKS_5OFF50 (2024-01-04 21:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-01-05 06:00:41 +0900,2024-01-13 06:00:41 +0900
June2023_WBACK_10OFF150 (2024-01-04 20:02),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-01-05 05:02:00 +0900,2024-01-13 05:02:00 +0900
June2023_TKS_3OFF30 (2024-01-04 11:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-04 20:00:39 +0900,2024-01-12 20:00:39 +0900
AED71YR4673H,-5,percentage,Amount Off,order,,,,,all,1,1,1,Active,2024-01-04 18:27:39 +0900,
P64EX3RFA6TP,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-04 17:04:01 +0900,
6E5A4BVZXQXJ,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-04 13:39:41 +0900,
6c0b9b6829aa,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2024-01-04 13:21:22 +0900,
June2023_WBACK_20OFF300 (2024-01-04 02:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-04 11:00:41 +0900,2024-01-12 11:00:41 +0900
6_2023_5OFF100 (2024-01-03 23:08),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-01-04 08:08:16 +0900,2024-01-08 08:08:16 +0900
6_2023_3OFF50 (2024-01-03 22:10),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-01-04 07:10:36 +0900,2024-01-08 07:10:36 +0900
June2023_TKS_5OFF50 (2024-01-03 21:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-01-04 06:00:23 +0900,2024-01-12 06:00:23 +0900
6_2023_10OFF300 (2024-01-03 20:41),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-04 05:41:38 +0900,2024-01-08 05:41:38 +0900
June2023_WBACK_10OFF150 (2024-01-03 20:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-01-04 05:01:53 +0900,2024-01-12 05:01:53 +0900
8c624a7acae0,-4,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2024-01-04 02:38:56 +0900,
June2023_WBACK_3OFF30 (2024-01-03 11:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-03 20:01:06 +0900,2024-01-11 20:01:06 +0900
June2023_TKS_3OFF30 (2024-01-03 11:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-03 20:00:30 +0900,2024-01-11 20:00:30 +0900
fbffd470d4ff,-1,fixed_amount,Amount Off,order,,,,,all,1,,1,Active,2024-01-03 12:52:08 +0900,
June2023_WBACK_20OFF300 (2024-01-03 02:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-03 11:00:41 +0900,2024-01-11 11:00:41 +0900
6_2023_3OFF50 (2024-01-02 21:20),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-01-03 06:20:36 +0900,2024-01-07 06:20:36 +0900
June2023_TKS_5OFF50 (2024-01-02 21:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-01-03 06:00:22 +0900,2024-01-11 06:00:22 +0900
6_2023_10OFF300 (2024-01-02 18:56),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-03 03:56:44 +0900,2024-01-07 03:56:44 +0900
6_2023_5OFF100 (2024-01-02 18:46),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-01-03 03:46:27 +0900,2024-01-07 03:46:27 +0900
June2023_WBACK_10OFF150 (2024-01-02 13:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-01-02 22:01:16 +0900,2024-01-10 22:01:16 +0900
June2023_WBACK_3OFF30 (2024-01-02 11:01),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-02 20:01:06 +0900,2024-01-10 20:01:06 +0900
June2023_TKS_3OFF30 (2024-01-02 10:30),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2024-01-02 19:30:15 +0900,2024-01-10 19:30:15 +0900
0RRPEWX27VWK,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-02 18:30:41 +0900,
Z8DXGKRYVA18,-6.5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-02 18:15:28 +0900,
DPSQSNT2REWD,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-02 17:42:16 +0900,
YHX78XH5T853,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2024-01-02 16:24:42 +0900,
June2023_WBACK_20OFF300 (2024-01-02 02:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-02 11:00:37 +0900,2024-01-10 11:00:37 +0900
June2023_TKS_5OFF50 (2024-01-01 21:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-01-02 06:00:21 +0900,2024-01-10 06:00:21 +0900
6_2023_3OFF50 (2024-01-01 18:57),-3,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-01-02 03:57:36 +0900,2024-01-06 03:57:36 +0900
6_2023_10OFF300 (2024-01-01 16:40),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-02 01:40:14 +0900,2024-01-06 01:40:14 +0900
6_2023_5OFF100 (2024-01-01 15:38),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2024-01-02 00:38:27 +0900,2024-01-06 00:38:27 +0900
June2023_TKS_3OFF30 (2024-01-01 10:05),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-01 19:05:52 +0900,2024-01-09 19:05:52 +0900
June2023_WBACK_3OFF30 (2024-01-01 10:05),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2024-01-01 19:05:50 +0900,2024-01-09 19:05:50 +0900
June2023_WBACK_10OFF150 (2024-01-01 05:01),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2024-01-01 14:01:33 +0900,2024-01-09 14:01:33 +0900
JFTHANKYOU (2024-01-01 02:31),-5,percentage,Amount Off,order,50,,,,all,0,1,1,Expired,2024-01-01 11:31:49 +0900,2024-01-09 11:31:49 +0900
June2023_WBACK_20OFF300 (2024-01-01 01:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-01 10:00:36 +0900,2024-01-09 10:00:36 +0900
June2023_TKS_5OFF50 (2023-12-31 21:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2024-01-01 06:00:21 +0900,2024-01-09 06:00:21 +0900
6_2023_3OFF50 (2023-12-31 18:56),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2024-01-01 03:56:30 +0900,2024-01-05 03:56:30 +0900
6_2023_10OFF300 (2023-12-31 16:02),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2024-01-01 01:02:12 +0900,2024-01-05 01:02:12 +0900
June2023_WBACK_3OFF30 (2023-12-31 10:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-31 19:00:41 +0900,2024-01-08 19:00:41 +0900
June2023_TKS_3OFF30 (2023-12-31 10:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-31 19:00:19 +0900,2024-01-08 19:00:19 +0900
6_2023_5OFF100 (2023-12-31 08:59),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-12-31 17:59:27 +0900,2024-01-04 17:59:27 +0900
JD1R47PDS1GE,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-31 16:41:53 +0900,
June2023_WBACK_10OFF150 (2023-12-31 05:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-31 14:00:40 +0900,2024-01-08 14:00:40 +0900
RYSW14EVCKDK,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-31 13:08:13 +0900,
June2023_WBACK_20OFF300 (2023-12-31 01:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-31 10:00:36 +0900,2024-01-08 10:00:36 +0900
6_2023_3OFF50 (2023-12-30 18:04),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-31 03:04:56 +0900,2024-01-04 03:04:56 +0900
June2023_TKS_5OFF50 (2023-12-30 13:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-12-30 22:00:28 +0900,2024-01-07 22:00:28 +0900
JFTHANKYOU (2023-12-30 10:20),-5,percentage,Amount Off,order,50,,,,all,1,1,1,Expired,2023-12-30 19:20:13 +0900,2024-01-07 19:20:13 +0900
June2023_TKS_3OFF30 (2023-12-30 10:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-12-30 19:00:16 +0900,2024-01-07 19:00:16 +0900
June2023_WBACK_3OFF30 (2023-12-30 08:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-30 17:00:32 +0900,2024-01-07 17:00:32 +0900
6_2023_5OFF100 (2023-12-30 06:03),-5,fixed_amount,Amount Off,order,100,,,,all,1,1,1,Expired,2023-12-30 15:03:39 +0900,2024-01-03 15:03:39 +0900
June2023_WBACK_10OFF150 (2023-12-30 04:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-30 13:00:39 +0900,2024-01-07 13:00:39 +0900
6_2023_10OFF300 (2023-12-30 02:33),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-30 11:33:50 +0900,2024-01-03 11:33:50 +0900
June2023_WBACK_20OFF300 (2023-12-29 21:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-30 06:00:51 +0900,2024-01-07 06:00:51 +0900
6_2023_3OFF50 (2023-12-29 13:25),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-29 22:25:30 +0900,2024-01-02 22:25:30 +0900
June2023_TKS_5OFF50 (2023-12-29 10:00),-5,fixed_amount,Amount Off,order,50,,,,all,2,1,1,Expired,2023-12-29 19:00:16 +0900,2024-01-06 19:00:16 +0900
6_2023_5OFF100 (2023-12-29 05:05),-5,fixed_amount,Amount Off,order,100,,,,all,1,1,1,Expired,2023-12-29 14:05:52 +0900,2024-01-02 14:05:52 +0900
June2023_WBACK_3OFF30 (2023-12-29 05:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-29 14:00:34 +0900,2024-01-06 14:00:34 +0900
June2023_TKS_3OFF30 (2023-12-29 05:00),-3,fixed_amount,Amount Off,order,30,,,,all,2,1,1,Expired,2023-12-29 14:00:25 +0900,2024-01-06 14:00:25 +0900
June2023_WBACK_10OFF150 (2023-12-29 04:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-29 13:00:39 +0900,2024-01-06 13:00:39 +0900
7HVB7VAJTTZ9,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-29 12:34:30 +0900,
6_2023_10OFF300 (2023-12-28 23:49),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-29 08:49:31 +0900,2024-01-02 08:49:31 +0900
June2023_WBACK_20OFF300 (2023-12-28 20:02),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-29 05:02:33 +0900,2024-01-06 05:02:33 +0900
6_2023_3OFF50 (2023-12-28 11:36),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-28 20:36:30 +0900,2024-01-01 20:36:30 +0900
June2023_TKS_5OFF50 (2023-12-28 08:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-28 17:00:27 +0900,2024-01-05 17:00:27 +0900
June2023_WBACK_3OFF30 (2023-12-28 05:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-28 14:00:33 +0900,2024-01-05 14:00:33 +0900
June2023_TKS_3OFF30 (2023-12-28 05:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-28 14:00:22 +0900,2024-01-05 14:00:22 +0900
1012024,-3,fixed_amount,Amount Off,order,,,,,all,22,,,Expired,2024-01-01 14:00:35 +0900,2024-01-02 14:00:59 +0900
1223_10off150_loyalty_Jan31 (2023-12-28 04:10),-10,fixed_amount,Amount Off,order,150,,,,all,2,1,1,Expired,2023-12-28 13:10:42 +0900,2024-01-31 18:59:59 +0900
June2023_WBACK_10OFF150 (2023-12-28 03:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-28 12:00:40 +0900,2024-01-05 12:00:40 +0900
6_2023_5OFF100 (2023-12-28 02:24),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-12-28 11:24:33 +0900,2024-01-01 11:24:33 +0900
June2023_WBACK_20OFF300 (2023-12-27 20:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-28 05:00:39 +0900,2024-01-05 05:00:39 +0900
6_2023_10OFF300 (2023-12-27 17:10),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-28 02:10:38 +0900,2024-01-01 02:10:38 +0900
6_2023_3OFF50 (2023-12-27 11:19),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-27 20:19:30 +0900,2023-12-31 20:19:30 +0900
YX8XVZ1NKVCC,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-27 18:32:32 +0900,
VGDRY0TM6DDH,-7,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-27 17:12:46 +0900,
7Y2YMHPESF13,-10,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-27 16:38:50 +0900,
FV810YZR1D7J,-10,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-27 15:09:45 +0900,
June2023_WBACK_3OFF30 (2023-12-27 05:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-27 14:00:33 +0900,2024-01-04 14:00:33 +0900
June2023_TKS_5OFF50 (2023-12-27 05:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-12-27 14:00:18 +0900,2024-01-04 14:00:18 +0900
June2023_TKS_3OFF30 (2023-12-27 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-12-27 13:00:16 +0900,2024-01-04 13:00:16 +0900
June2023_WBACK_10OFF150 (2023-12-27 03:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-27 12:00:39 +0900,2024-01-04 12:00:39 +0900
6_2023_5OFF100 (2023-12-26 15:18),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-12-27 00:18:33 +0900,2023-12-31 00:18:33 +0900
6_2023_10OFF300 (2023-12-26 10:17),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-26 19:17:31 +0900,2023-12-30 19:17:31 +0900
June2023_WBACK_20OFF300 (2023-12-26 10:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-26 19:00:36 +0900,2024-01-03 19:00:36 +0900
3ZVN7KR5RTZV,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-26 17:04:55 +0900,
NN8JD784CG7D,-7,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-26 16:34:06 +0900,
SP25Q0P2MAH6,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-26 15:41:30 +0900,
6_2023_3OFF50 (2023-12-26 06:17),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-26 15:17:30 +0900,2023-12-30 15:17:30 +0900
June2023_WBACK_3OFF30 (2023-12-26 05:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-26 14:00:32 +0900,2024-01-03 14:00:32 +0900
June2023_TKS_5OFF50 (2023-12-26 05:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-26 14:00:18 +0900,2024-01-03 14:00:18 +0900
June2023_TKS_3OFF30 (2023-12-26 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,2,1,1,Expired,2023-12-26 13:00:16 +0900,2024-01-03 13:00:16 +0900
June2023_WBACK_10OFF150 (2023-12-26 03:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-26 12:00:39 +0900,2024-01-03 12:00:39 +0900
68AF7GQVABR9,-5,percentage,Amount Off,order,,,,,all,0,1,1,Active,2023-12-26 11:11:58 +0900,
6_2023_5OFF100 (2023-12-25 11:30),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-12-25 20:30:27 +0900,2023-12-29 20:30:27 +0900
D1Y0G4P3T77N,-10,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-25 19:33:34 +0900,
TY17RKM42YGZ,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-25 17:52:30 +0900,
JW84WKKDN2C8,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-25 15:31:01 +0900,
June2023_WBACK_20OFF300 (2023-12-25 05:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-25 14:00:37 +0900,2024-01-02 14:00:37 +0900
June2023_TKS_5OFF50 (2023-12-25 05:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-25 14:00:17 +0900,2024-01-02 14:00:17 +0900
RMN3455PJ272,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-25 13:05:55 +0900,
June2023_WBACK_3OFF30 (2023-12-25 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-25 13:00:32 +0900,2024-01-02 13:00:32 +0900
June2023_TKS_3OFF30 (2023-12-25 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-25 13:00:16 +0900,2024-01-02 13:00:16 +0900
6_2023_10OFF300 (2023-12-25 03:08),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-25 12:08:43 +0900,2023-12-29 12:08:43 +0900
6_2023_3OFF50 (2023-12-25 02:35),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-25 11:35:30 +0900,2023-12-29 11:35:30 +0900
June2023_WBACK_10OFF150 (2023-12-25 02:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-25 11:00:44 +0900,2024-01-02 11:00:44 +0900
6_2023_5OFF100 (2023-12-24 08:04),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-12-24 17:04:11 +0900,2023-12-28 17:04:11 +0900
June2023_WBACK_20OFF300 (2023-12-24 05:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-24 14:00:36 +0900,2024-01-01 14:00:36 +0900
June2023_TKS_5OFF50 (2023-12-24 05:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-12-24 14:00:17 +0900,2024-01-01 14:00:17 +0900
June2023_WBACK_3OFF30 (2023-12-24 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-24 13:00:32 +0900,2024-01-01 13:00:32 +0900
June2023_TKS_3OFF30 (2023-12-24 04:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-12-24 13:00:16 +0900,2024-01-01 13:00:16 +0900
6_2023_3OFF50 (2023-12-24 02:29),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-24 11:29:40 +0900,2023-12-28 11:29:40 +0900
June2023_WBACK_10OFF150 (2023-12-24 02:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-24 11:00:42 +0900,2024-01-01 11:00:42 +0900
6_2023_10OFF300 (2023-12-23 23:33),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-24 08:33:30 +0900,2023-12-28 08:33:30 +0900
9000ee70de4b,-1,fixed_amount,Amount Off,order,,,,,all,0,,1,Active,2023-12-23 19:18:49 +0900,
AHR4CGD0YCF5,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-23 19:08:39 +0900,
0W7ZWHFANH0X,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-23 18:01:02 +0900,
June2023_WBACK_20OFF300 (2023-12-23 04:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-23 13:00:37 +0900,2023-12-31 13:00:37 +0900
June2023_WBACK_3OFF30 (2023-12-23 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-23 12:00:32 +0900,2023-12-31 12:00:32 +0900
June2023_TKS_5OFF50 (2023-12-23 03:00),-5,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-23 12:00:18 +0900,2023-12-31 12:00:18 +0900
June2023_TKS_3OFF30 (2023-12-23 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,2,1,1,Expired,2023-12-23 12:00:17 +0900,2023-12-31 12:00:17 +0900
6_2023_3OFF50 (2023-12-23 02:27),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-23 11:27:10 +0900,2023-12-27 11:27:10 +0900
6_2023_5OFF100 (2023-12-23 02:27),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-12-23 11:27:10 +0900,2023-12-27 11:27:10 +0900
June2023_WBACK_10OFF150 (2023-12-23 02:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-23 11:00:40 +0900,2023-12-31 11:00:40 +0900
6_2023_10OFF300 (2023-12-22 23:01),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-23 08:01:32 +0900,2023-12-27 08:01:32 +0900
3Y6YPC01Y2H7,-3,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-22 17:19:49 +0900,
00EAVDBZS8Y5,-1,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-22 15:34:31 +0900,
315SSSMHGY1T,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-22 15:11:56 +0900,
1JF057CTZ7CJ,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-22 13:33:34 +0900,
4N0ZHY1MS1R1,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-22 13:20:35 +0900,
June2023_WBACK_20OFF300 (2023-12-22 04:00),-20,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-22 13:00:36 +0900,2023-12-30 13:00:36 +0900
3B4E2DJSA55N,-5,percentage,Amount Off,order,,,,,all,0,1,1,Active,2023-12-22 12:33:54 +0900,
June2023_WBACK_3OFF30 (2023-12-22 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,0,1,1,Expired,2023-12-22 12:00:32 +0900,2023-12-30 12:00:32 +0900
June2023_TKS_5OFF50 (2023-12-22 03:00),-5,fixed_amount,Amount Off,order,50,,,,all,1,1,1,Expired,2023-12-22 12:00:17 +0900,2023-12-30 12:00:17 +0900
June2023_TKS_3OFF30 (2023-12-22 03:00),-3,fixed_amount,Amount Off,order,30,,,,all,1,1,1,Expired,2023-12-22 12:00:16 +0900,2023-12-30 12:00:16 +0900
June2023_WBACK_10OFF150 (2023-12-22 02:00),-10,fixed_amount,Amount Off,order,150,,,,all,0,1,1,Expired,2023-12-22 11:00:39 +0900,2023-12-30 11:00:39 +0900
6_2023_3OFF50 (2023-12-22 01:17),-3,fixed_amount,Amount Off,order,50,,,,all,0,1,1,Expired,2023-12-22 10:17:30 +0900,2023-12-26 10:17:30 +0900
6_2023_5OFF100 (2023-12-21 19:46),-5,fixed_amount,Amount Off,order,100,,,,all,0,1,1,Expired,2023-12-22 04:46:33 +0900,2023-12-26 04:46:33 +0900
6_2023_10OFF300 (2023-12-21 18:16),-10,fixed_amount,Amount Off,order,300,,,,all,0,1,1,Expired,2023-12-22 03:16:37 +0900,2023-12-26 03:16:37 +0900
K21SG7TXGZH4,-5,fixed_amount,Amount Off,order,,,,,all,0,1,1,Active,2023-12-21 19:12:39 +0900,
